datetime,temperature_c,apparent_temp_c,precipitation_mm,consumption_kw,date,hour,month,weekday,is_weekend,season
2023-01-01 18:00:00,-6.816048151042421,-8.81604815104242,0.1805060545248071,1.544916170719462,2023-01-01,18,1,6,True,Зима
2023-01-01 19:00:00,-9.118702628183184,-11.118702628183184,0.050939608120561676,1.411770861860992,2023-01-01,19,1,6,True,Зима
2023-01-01 20:00:00,-4.568702462156892,-6.568702462156892,0.05941029214376156,1.4679645542473831,2023-01-01,20,1,6,True,Зима
2023-01-01 21:00:00,-8.98708650690581,-10.98708650690581,0.19057048107234978,1.215832449176194,2023-01-01,21,1,6,True,Зима
2023-01-01 22:00:00,-9.195070609546343,-11.195070609546343,0.14945686079103546,0.9875723766195337,2023-01-01,22,1,6,True,Зима
2023-01-01 23:00:00,-12.679125503872253,-14.679125503872253,0.03398873461216636,0.9042593145229784,2023-01-01,23,1,6,True,Зима
2023-01-02 00:00:00,-11.088765449050365,-13.088765449050365,0.0391526858240637,0.5864207559926613,2023-01-02,0,1,0,False,Зима
2023-01-02 01:00:00,-9.607783952025608,-11.607783952025608,0.11359348894356709,0.40139260219620077,2023-01-02,1,1,0,False,Зима
2023-01-02 02:00:00,-11.6321141737668,-13.6321141737668,0.08282754874551196,0.48701210524786437,2023-01-02,2,1,0,False,Зима
2023-01-02 03:00:00,-7.784137869241394,-9.784137869241395,0.017701116722067287,0.27393242450832445,2023-01-02,3,1,0,False,Зима
2023-01-02 04:00:00,-8.70127737983761,-10.70127737983761,0.03709621057225198,0.5360807512911048,2023-01-02,4,1,0,False,Зима
2023-01-02 05:00:00,-6.877482725099157,-8.877482725099156,0.23024178757621674,0.5446414867553835,2023-01-02,5,1,0,False,Зима
2023-01-02 06:00:00,-6.203413224458794,-8.203413224458794,0.11653113395814352,0.7736826912759386,2023-01-02,6,1,0,False,Зима
2023-01-02 07:00:00,-0.0013484054695203085,-2.0013484054695203,0.4266865178882909,1.101097180508736,2023-01-02,7,1,0,False,Зима
2023-01-02 08:00:00,-2.5269944494758687,-4.526994449475868,0.1456770603603957,1.1239106088321569,2023-01-02,8,1,0,False,Зима
2023-01-02 09:00:00,-3.5798879519790634,-5.579887951979064,0.2846871540460048,1.1759180380784495,2023-01-02,9,1,0,False,Зима
2023-01-02 10:00:00,0.9752168431285717,-1.0247831568714283,0.024358681545921745,0.7919370606052033,2023-01-02,10,1,0,False,Зима
2023-01-02 11:00:00,-2.612058168496704,-4.612058168496704,0.14761528774771862,0.9786658932562641,2023-01-02,11,1,0,False,Зима
2023-01-02 12:00:00,0.4177271900095108,-1.5822728099904892,0.0020424691288625325,0.9581855213878476,2023-01-02,12,1,0,False,Зима
2023-01-02 13:00:00,-4.089711116314209,-6.089711116314209,0.11109683768220951,1.0579530939986024,2023-01-02,13,1,0,False,Зима
2023-01-02 14:00:00,-3.3262450788746682,-5.326245078874669,0.06335249963013531,1.0055036728747972,2023-01-02,14,1,0,False,Зима
2023-01-02 15:00:00,-1.0707436223290143,-3.0707436223290143,0.04258107928710665,0.8422144225680076,2023-01-02,15,1,0,False,Зима
2023-01-02 16:00:00,-1.023066840009177,-3.023066840009177,0.19834359840201188,1.0312665300702126,2023-01-02,16,1,0,False,Зима
2023-01-02 17:00:00,-3.363168212107456,-5.363168212107456,0.19259838515661315,1.1939379797302696,2023-01-02,17,1,0,False,Зима
2023-01-02 18:00:00,-5.23129656477648,-7.23129656477648,0.00225541482570821,1.4239276702789354,2023-01-02,18,1,0,False,Зима
2023-01-02 19:00:00,-6.8963026166911785,-8.896302616691178,0.0940340427456631,1.3134348433509386,2023-01-02,19,1,0,False,Зима
2023-01-02 20:00:00,-10.457043980734856,-12.457043980734856,0.045860045221904566,1.2386430474315338,2023-01-02,20,1,0,False,Зима
2023-01-02 21:00:00,-9.975222322722155,-11.975222322722155,0.05372739876826537,1.0073370957154169,2023-01-02,21,1,0,False,Зима
2023-01-02 22:00:00,-10.251404560841767,-12.251404560841767,0.17840338243354867,0.9853438117181776,2023-01-02,22,1,0,False,Зима
2023-01-02 23:00:00,-7.715384679007509,-9.71538467900751,0.03708314931713252,0.8302085779186742,2023-01-02,23,1,0,False,Зима
2023-01-03 00:00:00,-9.312763420863078,-11.312763420863078,0.2865560704980772,0.5764885557110876,2023-01-03,0,1,1,False,Зима
2023-01-03 01:00:00,-13.35570944217081,-15.35570944217081,0.019800448519434178,0.5336804466010149,2023-01-03,1,1,1,False,Зима
2023-01-03 02:00:00,-8.681959080132604,-10.681959080132604,0.10868490181287407,0.5961165838056226,2023-01-03,2,1,1,False,Зима
2023-01-03 03:00:00,-9.30569846676537,-11.30569846676537,0.11150620481748869,0.4781137016663803,2023-01-03,3,1,1,False,Зима
2023-01-03 04:00:00,-8.853844000611918,-10.853844000611918,0.0290613246050747,0.4724695709758276,2023-01-03,4,1,1,False,Зима
2023-01-03 05:00:00,-5.070742647830868,-7.070742647830868,0.039267318814943664,0.5589538091498278,2023-01-03,5,1,1,False,Зима
2023-01-03 06:00:00,-2.938000955008098,-4.938000955008098,0.18005892931181278,0.7576176133604665,2023-01-03,6,1,1,False,Зима
2023-01-03 07:00:00,-1.8433445362549987,-3.8433445362549987,0.14346666834082017,1.0375168578113683,2023-01-03,7,1,1,False,Зима
2023-01-03 08:00:00,-4.178435046445278,-6.178435046445278,0.03991290438966872,1.1687643882135261,2023-01-03,8,1,1,False,Зима
2023-01-03 09:00:00,-2.082890845769692,-4.0828908457696915,0.07634764022829724,1.146605723846527,2023-01-03,9,1,1,False,Зима
2023-01-03 10:00:00,-0.007346118270678437,-2.0073461182706787,0.00636645524960831,0.9474979485980796,2023-01-03,10,1,1,False,Зима
2023-01-03 11:00:00,1.780719385690059,-0.21928061430994106,0.023413610161770754,1.0294630656216595,2023-01-03,11,1,1,False,Зима
2023-01-03 12:00:00,-0.9583484756905799,-2.95834847569058,0.06651829671752499,1.0414329797710813,2023-01-03,12,1,1,False,Зима
2023-01-03 13:00:00,-0.541688821882292,-2.5416888218822917,0.008989597192249045,0.7583045072967485,2023-01-03,13,1,1,False,Зима
2023-01-03 14:00:00,-2.8825429290898636,-4.882542929089864,0.1853628627595033,0.866913028490977,2023-01-03,14,1,1,False,Зима
2023-01-03 15:00:00,-3.856879342228603,-5.856879342228603,0.12658702299448296,1.0343914389323825,2023-01-03,15,1,1,False,Зима
2023-01-03 16:00:00,-0.8749483552116017,-2.8749483552116017,0.2875883296065714,0.9429094517886029,2023-01-03,16,1,1,False,Зима
2023-01-03 17:00:00,-0.9934247173457509,-2.993424717345751,0.11824295554184211,1.1015916646407709,2023-01-03,17,1,1,False,Зима
2023-01-03 18:00:00,-5.144020243160667,-7.144020243160667,0.2820122729709217,1.299040929818819,2023-01-03,18,1,1,False,Зима
2023-01-03 19:00:00,-4.287029429728553,-6.287029429728553,0.08085862158376012,1.2456653529598376,2023-01-03,19,1,1,False,Зима
2023-01-03 20:00:00,-6.776727949904732,-8.776727949904732,0.09168374089297543,1.2709675415222736,2023-01-03,20,1,1,False,Зима
2023-01-03 21:00:00,-9.825773415142987,-11.825773415142987,0.37710033597830295,1.0482651749304994,2023-01-03,21,1,1,False,Зима
2023-01-03 22:00:00,-8.607335807905363,-10.607335807905363,0.10275831030966176,1.0337667826341272,2023-01-03,22,1,1,False,Зима
2023-01-03 23:00:00,-6.753555998513402,-8.753555998513402,0.0031270432171225182,0.6357795414479647,2023-01-03,23,1,1,False,Зима
2023-01-04 00:00:00,-10.071652078219904,-12.071652078219904,0.12866400910282347,0.5788951234125893,2023-01-04,0,1,2,False,Зима
2023-01-04 01:00:00,-6.700341819817329,-8.700341819817329,0.23588241992170433,0.5512829192080748,2023-01-04,1,1,2,False,Зима
2023-01-04 02:00:00,-14.569617227101684,-16.569617227101684,0.15875798000481342,0.673485406517014,2023-01-04,2,1,2,False,Зима
2023-01-04 03:00:00,-6.89172889718229,-8.89172889718229,0.0876669312056395,0.40315981245805194,2023-01-04,3,1,2,False,Зима
2023-01-04 04:00:00,-7.325905863523658,-9.325905863523658,0.11126204862106254,0.4611045006276207,2023-01-04,4,1,2,False,Зима
2023-01-04 05:00:00,-6.892109926444339,-8.892109926444338,0.46245354126284033,0.6255098395824131,2023-01-04,5,1,2,False,Зима
2023-01-04 06:00:00,-4.816478446928995,-6.816478446928995,0.00950385140690747,0.7871967298202374,2023-01-04,6,1,2,False,Зима
2023-01-04 07:00:00,-7.681042603689182,-9.681042603689182,0.11003482805301286,1.0397978671593098,2023-01-04,7,1,2,False,Зима
2023-01-04 08:00:00,-2.9393437756750247,-4.939343775675025,0.03332342569389452,1.2927375872213682,2023-01-04,8,1,2,False,Зима
2023-01-04 09:00:00,-0.7502409510437699,-2.7502409510437698,0.1021902380691524,1.1501089984562252,2023-01-04,9,1,2,False,Зима
2023-01-04 10:00:00,2.285915108405226,0.2859151084052258,0.09355336343495466,0.9419387110495666,2023-01-04,10,1,2,False,Зима
2023-01-04 11:00:00,-1.2069113051019542,-3.206911305101954,0.01665940829716333,0.9350762775219099,2023-01-04,11,1,2,False,Зима
2023-01-04 12:00:00,-1.6169872057863752,-3.6169872057863754,0.023161262002507968,1.0653838578425971,2023-01-04,12,1,2,False,Зима
2023-01-04 13:00:00,-1.1738849557237307,-3.1738849557237305,0.09718816109356865,0.8617760418826076,2023-01-04,13,1,2,False,Зима
2023-01-04 14:00:00,1.160931254326341,-0.839068745673659,0.01372295908848276,0.7801234508091778,2023-01-04,14,1,2,False,Зима
2023-01-04 15:00:00,-0.8069638747478924,-2.8069638747478924,0.030813089866675577,0.9513073132363291,2023-01-04,15,1,2,False,Зима
2023-01-04 16:00:00,-3.5595204075340754,-5.559520407534075,0.1803299081612638,1.125141941673134,2023-01-04,16,1,2,False,Зима
2023-01-04 17:00:00,-2.6793699082606848,-4.679369908260685,0.03961459258947869,1.2410879318873687,2023-01-04,17,1,2,False,Зима
2023-01-04 18:00:00,-4.805844901303918,-6.805844901303918,0.06695481535596243,1.4149173666079535,2023-01-04,18,1,2,False,Зима
2023-01-04 19:00:00,-4.356805244446822,-6.356805244446822,0.2832599230142057,1.3677865236689546,2023-01-04,19,1,2,False,Зима
2023-01-04 20:00:00,-8.904106187754705,-10.904106187754705,0.025766911941956468,1.3294169583171338,2023-01-04,20,1,2,False,Зима
2023-01-04 21:00:00,-9.190858199128273,-11.190858199128273,0.049368342337706185,1.1141390052802143,2023-01-04,21,1,2,False,Зима
2023-01-04 22:00:00,-10.114343325186507,-12.114343325186507,0.09325669120365672,0.9089030167370319,2023-01-04,22,1,2,False,Зима
2023-01-04 23:00:00,-12.756659027709578,-14.756659027709578,0.14078814119293528,0.7597091409952672,2023-01-04,23,1,2,False,Зима
2023-01-05 00:00:00,-9.407759445870848,-11.407759445870848,0.23192571700496384,0.7175359590895136,2023-01-05,0,1,3,False,Зима
2023-01-05 01:00:00,-9.307518587085562,-11.307518587085562,0.24706841220175435,0.5583680876153079,2023-01-05,1,1,3,False,Зима
2023-01-05 02:00:00,-9.319900105637272,-11.319900105637272,0.14989707923801718,0.44981001026159045,2023-01-05,2,1,3,False,Зима
2023-01-05 03:00:00,-9.004708172683031,-11.004708172683031,0.025919936561891822,0.42304988145894806,2023-01-05,3,1,3,False,Зима
2023-01-05 04:00:00,-10.330741484100828,-12.330741484100828,0.0025122268172743253,0.43143904730281263,2023-01-05,4,1,3,False,Зима
2023-01-05 05:00:00,-7.135385871043322,-9.135385871043322,0.04841413865993066,0.6046428701604101,2023-01-05,5,1,3,False,Зима
2023-01-05 06:00:00,-5.685429033053539,-7.685429033053539,0.01526255029867771,0.8437459211401444,2023-01-05,6,1,3,False,Зима
2023-01-05 07:00:00,-5.310459312930634,-7.310459312930634,0.12392119655069463,1.0205697516426857,2023-01-05,7,1,3,False,Зима
2023-01-05 08:00:00,-2.822571423332019,-4.822571423332019,0.10821404576901111,1.2788497494268956,2023-01-05,8,1,3,False,Зима
2023-01-05 09:00:00,-0.6563643804381859,-2.656364380438186,0.0044967702794806875,1.0459514999115926,2023-01-05,9,1,3,False,Зима
2023-01-05 10:00:00,3.102498821343254,1.102498821343254,0.18115160258669247,0.9980255021812399,2023-01-05,10,1,3,False,Зима
2023-01-05 11:00:00,0.17878475710901848,-1.8212152428909816,0.028600782983336577,0.9857609532313304,2023-01-05,11,1,3,False,Зима
2023-01-05 12:00:00,0.5151007814455287,-1.4848992185544714,0.05660337209887204,1.160969289410197,2023-01-05,12,1,3,False,Зима
2023-01-05 13:00:00,-0.3192627000869921,-2.319262700086992,0.1102420737980706,0.8556778530995452,2023-01-05,13,1,3,False,Зима
2023-01-05 14:00:00,-4.50741541167589,-6.50741541167589,0.05610997654770736,0.8829746067537112,2023-01-05,14,1,3,False,Зима
2023-01-05 15:00:00,-1.5174938449656952,-3.517493844965695,0.05821207913609259,0.8943014738682755,2023-01-05,15,1,3,False,Зима
2023-01-05 16:00:00,-2.379539580117945,-4.379539580117945,0.006788062811871548,1.0707480933836406,2023-01-05,16,1,3,False,Зима
2023-01-05 17:00:00,1.2205794504831755,-0.7794205495168245,0.05132344380644162,1.1636413440952211,2023-01-05,17,1,3,False,Зима
2023-01-05 18:00:00,-5.384721929562244,-7.384721929562244,0.14475227113285713,1.3005783186711908,2023-01-05,18,1,3,False,Зима
2023-01-05 19:00:00,-5.691000540845376,-7.691000540845376,0.24671807324985526,1.3572410588482504,2023-01-05,19,1,3,False,Зима
2023-01-05 20:00:00,-7.5694235394104865,-9.569423539410487,0.053357772950814536,1.3078067554072281,2023-01-05,20,1,3,False,Зима
2023-01-05 21:00:00,-10.872889981171802,-12.872889981171802,0.05509288261220853,1.119677218112173,2023-01-05,21,1,3,False,Зима
2023-01-05 22:00:00,-7.04448138989215,-9.04448138989215,0.1212768393439677,0.8554332945155935,2023-01-05,22,1,3,False,Зима
2023-01-05 23:00:00,-8.325763066071792,-10.325763066071792,0.2860712009191613,0.8061941419436973,2023-01-05,23,1,3,False,Зима
2023-01-06 00:00:00,-8.417936105913906,-10.417936105913906,0.031069271866810355,0.5141957962111409,2023-01-06,0,1,4,False,Зима
2023-01-06 01:00:00,-11.64840404103482,-13.64840404103482,0.05800760400896539,0.4804566881396801,2023-01-06,1,1,4,False,Зима
2023-01-06 02:00:00,-6.524538397049996,-8.524538397049996,0.15895041346811706,0.4680395894437707,2023-01-06,2,1,4,False,Зима
2023-01-06 03:00:00,-11.339236031517299,-13.339236031517299,0.0940823128820712,0.507249856975669,2023-01-06,3,1,4,False,Зима
2023-01-06 04:00:00,-6.326285812399459,-8.326285812399458,0.011719284681153658,0.414566173981776,2023-01-06,4,1,4,False,Зима
2023-01-06 05:00:00,-1.9131839738926466,-3.9131839738926466,0.09881432298830387,0.5391284383036021,2023-01-06,5,1,4,False,Зима
2023-01-06 06:00:00,-6.9810726502613765,-8.981072650261376,0.020671214505297866,0.8738630868171927,2023-01-06,6,1,4,False,Зима
2023-01-06 07:00:00,-4.8385002336929395,-6.8385002336929395,0.07137906667988839,1.1384463042730493,2023-01-06,7,1,4,False,Зима
2023-01-06 08:00:00,-2.3006972698247186,-4.300697269824719,0.07531164609379287,1.3029065847642436,2023-01-06,8,1,4,False,Зима
2023-01-06 09:00:00,-2.471417402299661,-4.471417402299661,0.20891150776221276,1.138340062909829,2023-01-06,9,1,4,False,Зима
2023-01-06 10:00:00,-3.7711998432100717,-5.771199843210072,0.0620815866036947,0.9786970607414481,2023-01-06,10,1,4,False,Зима
2023-01-06 11:00:00,-0.033244918942604784,-2.033244918942605,0.03277299531142403,0.9532386525515862,2023-01-06,11,1,4,False,Зима
2023-01-06 12:00:00,-2.1246074274522098,-4.12460742745221,0.026262054998666035,1.0517748702228378,2023-01-06,12,1,4,False,Зима
2023-01-06 13:00:00,0.7768139927157055,-1.2231860072842946,0.2073474394044754,0.8826978921194794,2023-01-06,13,1,4,False,Зима
2023-01-06 14:00:00,-2.5087214495454138,-4.508721449545414,0.018754821732005024,0.791698043494268,2023-01-06,14,1,4,False,Зима
2023-01-06 15:00:00,1.6354027159678175,-0.3645972840321825,0.05548969208678626,0.688292933441579,2023-01-06,15,1,4,False,Зима
2023-01-06 16:00:00,-4.066506584672472,-6.066506584672472,0.020723712559736034,1.033367963245992,2023-01-06,16,1,4,False,Зима
2023-01-06 17:00:00,-4.350027806898748,-6.350027806898748,0.148414554304067,1.1307440620272788,2023-01-06,17,1,4,False,Зима
2023-01-06 18:00:00,-3.3729655652606594,-5.372965565260659,0.06431627583237325,1.214074913276533,2023-01-06,18,1,4,False,Зима
2023-01-06 19:00:00,-8.755823858380511,-10.755823858380511,0.04325439898064316,1.4257379843180173,2023-01-06,19,1,4,False,Зима
2023-01-06 20:00:00,-7.0450801307917414,-9.045080130791742,0.044800676888607595,1.2470377186256034,2023-01-06,20,1,4,False,Зима
2023-01-06 21:00:00,-5.921248397367881,-7.921248397367881,0.19119913963530646,1.095311250709357,2023-01-06,21,1,4,False,Зима
2023-01-06 22:00:00,-12.545093488044646,-14.545093488044646,0.08069296264202401,0.9626519201500787,2023-01-06,22,1,4,False,Зима
2023-01-06 23:00:00,-9.460361414380731,-11.460361414380731,0.12653797047991064,0.6257491382844625,2023-01-06,23,1,4,False,Зима
2023-01-07 00:00:00,-9.480234411503153,-11.480234411503153,0.22734003048684648,0.4287464558845711,2023-01-07,0,1,5,True,Зима
2023-01-07 01:00:00,-8.26598338789072,-10.26598338789072,0.2320155309588841,0.40443977931421066,2023-01-07,1,1,5,True,Зима
2023-01-07 02:00:00,-11.804028440678358,-13.804028440678358,0.03982547468593614,0.457857914540429,2023-01-07,2,1,5,True,Зима
2023-01-07 03:00:00,-11.176447132101291,-13.176447132101291,0.3046000054936333,0.3979197586264639,2023-01-07,3,1,5,True,Зима
2023-01-07 04:00:00,-6.4561168687662045,-8.456116868766205,0.0025190515588470095,0.36875574144982903,2023-01-07,4,1,5,True,Зима
2023-01-07 05:00:00,-5.700125879046231,-7.700125879046231,0.04729448480180167,0.4008669238221324,2023-01-07,5,1,5,True,Зима
2023-01-07 06:00:00,-4.4990142993082465,-6.4990142993082465,0.22614321853164687,0.7323979029448839,2023-01-07,6,1,5,True,Зима
2023-01-07 07:00:00,-3.0130083554934446,-5.013008355493445,0.03210828940888243,0.8682600064409449,2023-01-07,7,1,5,True,Зима
2023-01-07 08:00:00,-3.8600494431569823,-5.860049443156982,0.03189408439305319,1.1488324765918836,2023-01-07,8,1,5,True,Зима
2023-01-07 09:00:00,-0.9999586997452556,-2.999958699745256,0.036042809977062766,1.228169784807618,2023-01-07,9,1,5,True,Зима
2023-01-07 10:00:00,-0.08372803448044386,-2.083728034480444,0.09475579586229604,1.1083833891474373,2023-01-07,10,1,5,True,Зима
2023-01-07 11:00:00,-1.599073704607395,-3.5990737046073953,0.05768457318928008,1.2073326100984043,2023-01-07,11,1,5,True,Зима
2023-01-07 12:00:00,3.731549022289513,1.7315490222895131,0.12973126597903392,0.9525185517272835,2023-01-07,12,1,5,True,Зима
2023-01-07 13:00:00,0.7772949732689174,-1.2227050267310826,0.22529442675458752,0.9905601497584664,2023-01-07,13,1,5,True,Зима
2023-01-07 14:00:00,-3.0524799754831045,-5.052479975483104,0.11214696642858323,1.031539964311501,2023-01-07,14,1,5,True,Зима
2023-01-07 15:00:00,-0.15135887679960192,-2.151358876799602,0.02287425970040285,0.9852614055036418,2023-01-07,15,1,5,True,Зима
2023-01-07 16:00:00,-4.44936334045464,-6.44936334045464,0.2698326168533293,1.0517629562810016,2023-01-07,16,1,5,True,Зима
2023-01-07 17:00:00,-2.131735567002493,-4.131735567002493,0.030719504945322846,1.3079467176006472,2023-01-07,17,1,5,True,Зима
2023-01-07 18:00:00,-2.682808841985191,-4.6828088419851905,0.016239457879218336,1.5755577009440924,2023-01-07,18,1,5,True,Зима
2023-01-07 19:00:00,-7.935459862216022,-9.935459862216021,0.009427472282204204,1.3908161847565177,2023-01-07,19,1,5,True,Зима
2023-01-07 20:00:00,-5.573247741511357,-7.573247741511357,0.08287005947584453,1.4052875751129887,2023-01-07,20,1,5,True,Зима
2023-01-07 21:00:00,-7.709972052059741,-9.70997205205974,0.0120770263272078,1.258062190688177,2023-01-07,21,1,5,True,Зима
2023-01-07 22:00:00,-7.686006698933211,-9.68600669893321,0.014940051122797055,0.9365745991311594,2023-01-07,22,1,5,True,Зима
2023-01-07 23:00:00,-6.036043166137446,-8.036043166137446,0.03567184885946395,0.6834566982204908,2023-01-07,23,1,5,True,Зима
2023-01-08 00:00:00,-10.490776232005741,-12.490776232005741,0.03308025532529356,0.4575647788423741,2023-01-08,0,1,6,True,Зима
2023-01-08 01:00:00,-11.33710146016032,-13.33710146016032,0.09269460747785856,0.43448779948003313,2023-01-08,1,1,6,True,Зима
2023-01-08 02:00:00,-11.10915587817324,-13.10915587817324,0.16968781785072232,0.40829200406452953,2023-01-08,2,1,6,True,Зима
2023-01-08 03:00:00,-10.167154475863615,-12.167154475863615,0.1432755794939995,0.45230961703762573,2023-01-08,3,1,6,True,Зима
2023-01-08 04:00:00,-7.654203418828208,-9.654203418828208,0.030446811263976747,0.4019049199935014,2023-01-08,4,1,6,True,Зима
2023-01-08 05:00:00,-5.611791275879316,-7.611791275879316,0.028144886993246295,0.573719328069106,2023-01-08,5,1,6,True,Зима
2023-01-08 06:00:00,-4.446618401339962,-6.446618401339962,0.33752820078846757,0.6646964627294639,2023-01-08,6,1,6,True,Зима
2023-01-08 07:00:00,-2.0515382764153482,-4.051538276415348,0.0008270346824797074,0.9687041783509633,2023-01-08,7,1,6,True,Зима
2023-01-08 08:00:00,-2.4739962162441866,-4.473996216244187,0.21179373526991638,1.2067247297939492,2023-01-08,8,1,6,True,Зима
2023-01-08 09:00:00,1.442602060247371,-0.557397939752629,0.022280425778377633,1.1711302180052372,2023-01-08,9,1,6,True,Зима
2023-01-08 10:00:00,-1.1991866475537185,-3.1991866475537183,0.29428423930941494,0.9609072949377582,2023-01-08,10,1,6,True,Зима
2023-01-08 11:00:00,5.269967464624578,3.269967464624578,0.041901745495256354,1.00560425794704,2023-01-08,11,1,6,True,Зима
2023-01-08 12:00:00,1.2513346955300124,-0.7486653044699876,0.05804468602994356,1.076184801932577,2023-01-08,12,1,6,True,Зима
2023-01-08 13:00:00,-1.8846859813872228,-3.8846859813872228,0.12279944064041924,1.016175353130793,2023-01-08,13,1,6,True,Зима
2023-01-08 14:00:00,-2.811657977200032,-4.811657977200031,0.08859289789606453,0.9634662601283722,2023-01-08,14,1,6,True,Зима
2023-01-08 15:00:00,-0.4995212635808908,-2.499521263580891,0.038263666572116536,1.0087430152418166,2023-01-08,15,1,6,True,Зима
2023-01-08 16:00:00,-2.9469255706516995,-4.9469255706516995,0.08070572864030397,1.0957674288749448,2023-01-08,16,1,6,True,Зима
2023-01-08 17:00:00,-2.277903786303213,-4.277903786303213,0.1311954843408488,1.152196038600195,2023-01-08,17,1,6,True,Зима
2023-01-08 18:00:00,-4.053524750852909,-6.053524750852909,0.004325719252461166,1.376110340828037,2023-01-08,18,1,6,True,Зима
2023-01-08 19:00:00,-6.439753050826346,-8.439753050826347,0.0011262489665389717,1.5177296062879815,2023-01-08,19,1,6,True,Зима
2023-01-08 20:00:00,-9.19358743613681,-11.19358743613681,0.06126127889942389,1.424241196431867,2023-01-08,20,1,6,True,Зима
2023-01-08 21:00:00,-11.565228355304466,-13.565228355304466,0.014137535369755242,1.3348065734337033,2023-01-08,21,1,6,True,Зима
2023-01-08 22:00:00,-10.223156923056234,-12.223156923056234,0.10916693213376046,1.0537988878393847,2023-01-08,22,1,6,True,Зима
2023-01-08 23:00:00,-8.116831542798396,-10.116831542798396,0.024086522698286594,0.6276683662541843,2023-01-08,23,1,6,True,Зима
2023-01-09 00:00:00,-9.571812511739592,-11.571812511739592,0.056713341148330244,0.6380610983919377,2023-01-09,0,1,0,False,Зима
2023-01-09 01:00:00,-12.321106688869317,-14.321106688869317,0.022023645211765155,0.4952620826926065,2023-01-09,1,1,0,False,Зима
2023-01-09 02:00:00,-8.98376516721983,-10.98376516721983,0.07951435518559646,0.3240232874306828,2023-01-09,2,1,0,False,Зима
2023-01-09 03:00:00,-7.764899146475064,-9.764899146475063,0.012335869259007804,0.5782338732109504,2023-01-09,3,1,0,False,Зима
2023-01-09 04:00:00,-9.267714872402266,-11.267714872402266,0.0023378001177898748,0.339066446269687,2023-01-09,4,1,0,False,Зима
2023-01-09 05:00:00,-5.986645013621548,-7.986645013621548,0.005248520243486792,0.6023085103737402,2023-01-09,5,1,0,False,Зима
2023-01-09 06:00:00,-4.883582563108,-6.883582563108,0.30847480182812537,0.8676241099630511,2023-01-09,6,1,0,False,Зима
2023-01-09 07:00:00,-5.991845370148642,-7.991845370148642,0.015348482327170416,1.1441478270797871,2023-01-09,7,1,0,False,Зима
2023-01-09 08:00:00,-1.7844252793034343,-3.7844252793034343,0.12326406726701107,1.1082818759727955,2023-01-09,8,1,0,False,Зима
2023-01-09 09:00:00,-0.3428970413307939,-2.3428970413307937,0.007034328741269129,1.1512231922262166,2023-01-09,9,1,0,False,Зима
2023-01-09 10:00:00,1.4962295052727477,-0.5037704947272523,0.011446892964196653,0.826159808740398,2023-01-09,10,1,0,False,Зима
